VÍNCULO;CATEGORIA;CARGO;REFERÊNCIA CARGO;SÍMBOLO FUNÇÃO;ANO EXERCÍCIO;LOTAÇÃO EXERCÍCIO; TIPO FOLHA;REMUN_BASICA;VANT_PESSOAIS;FUNC_COMISSIONADA;GRAT_NATALINA;HORAS_EXTRAS;OUTRAS_EVENTUAIS;ABONO_PERMANENCIA;REVERSAO_TETO_CONST;IMPOSTO_RENDA;PREVIDENCIA;FALTAS;REM_LIQUIDA;DIARIAS;AUXILIOS;VANT_INDENIZATORIAS
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete da Liderança do PROS;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete do Senador Zequinha Marinho;Normal;22943,73;0;0;0;0;0;0;0;-5129,09;-751,99;0;17062,65;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Gabinete do Senador Veneziano Vital do Rêgo;Normal;21833,55;0;0;0;0;0;0;0;-4823,79;-751,99;0;16257,77;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Escritório de Apoio 1 do Senador Carlos Viana;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete do Senador Alessandro Vieira;Normal;22943,73;0;0;0;0;0;0;0;-5260,3;-654,03;0;17029,4;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete do Senador Davi Alcolumbre;Normal;10621,18;0;0;0;0;0;0;-9975,44;0;0;0;645,74;0;0;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Procuradoria Parlamentar;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Escritório de Apoio 1 do Senador Lucas Barreto;Normal;22943,73;0;0;0;0;0;0;0;-5181,23;-751,99;0;17010,51;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Escritório de Apoio 1 do Senador Angelo Coronel;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete do Senador Angelo Coronel;Normal;14315,49;0;0;0;0;0;0;0;-3067,39;0;0;11248,1;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Escritório de Apoio 1 do Senador Zequinha Marinho;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete do Senador Chico Rodrigues;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Escritório de Apoio 1 Senador Luis Carlos Heinze;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete do Senador Eduardo Braga;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Escritório de Apoio 1 do Senador Angelo Coronel;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete do Senador Roberto Rocha;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete do Senador Carlos Viana;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete do Senador Mecias de Jesus;Normal;22943,73;0;0;0;0;0;0;0;-5257,12;-665,59;0;17021,02;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Segunda Vice-Presidência;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Escritório de Apoio 1 do Senador Jean Paul Prates;Normal;20548;0;0;0;0;0;0;0;-4574,54;-751,99;0;15221,47;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Gabinete do Senador Luiz Carlos do Carmo;Normal;20723,37;0;0;0;0;0;0;0;-4622,76;-751,99;0;15348,62;0;892,98;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete do Senador Omar Aziz;Normal;22943,73;0;0;0;0;0;0;0;-5235,38;-555,08;0;17153,27;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Escritório de Apoio 1 do Senador Marcos do Val;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Conselho Editorial;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Conselho Editorial;Normal;14315,49;0;0;0;0;0;0;0;-3015,26;0;0;11300,23;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete da Liderança do Bloco da Maioria no CN;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete da Liderança do Bloco da Maioria no CN;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete da Liderança do Bloco da Maioria no CN;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Conselho Editorial;Normal;14315,49;0;0;0;0;0;0;0;-3067,39;0;0;11248,1;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Segunda-Secretaria;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete do Senador Roberto Rocha;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Escritório de Apoio do Senador Eduardo Braga;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete do Senador Veneziano Vital do Rêgo;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete do Senador Marcos Rogério;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2019;Gabinete do Senador Márcio Bittar;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete do Senador Carlos Fávaro;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete da Liderança do PROS;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete do Senador Luiz Carlos do Carmo;Normal;6747,22;0;0;0;0;0;0;0;-727,19;-751,99;0;5268,04;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete do Senador Luiz Carlos do Carmo;Suplementar;6792,09;0;0;0;0;0;0;0;-1867,81;0;0;4924,28;0;0;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Procuradoria Parlamentar;Normal;22943,73;0;0;0;0;0;0;0;-7336,54;-751,99;0;14855,2;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Escritório de Apoio 1 do Senador Jorginho Mello;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete da Liderança do PDT;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete da Liderança do Democratas;Normal;22943,73;0;0;0;0;0;0;0;-5181,23;-751,99;0;17010,51;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Escritório de Apoio 1 do Senador Angelo Coronel;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Escritório de Ap. 1 do Sen Fernando Bezerra Coelho;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete da Liderança do PROS;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Escritório de Apoio 1 do Senador Dário Berger;Normal;22943,73;0;0;0;0;0;0;0;-5181,23;-751,99;0;17010,51;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Escritório de Apoio nº 1 da Senadora Mailza Gomes;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete do Senador Veneziano Vital do Rêgo;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Quarta-Secretaria;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete do Senador Carlos Portinho;Normal;21506,29;0;0;0;0;0;0;0;-4785,93;-751,99;0;15968,37;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete da Liderança do Partido Liberal;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2020;Gabinete do Senador Carlos Portinho;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Gabinete da Liderança do Partido Liberal;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Quarta-Secretaria;Normal;23865,58;0;0;0;0;0;0;0;-5486,87;-751,99;0;17626,72;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Escritório de Apoio da Senadora Kátia Abreu;Normal;14315,49;0;0;0;0;0;0;0;-3015,26;0;0;11300,23;0;1562,71;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Segunda Vice-Presidência;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Terceira-Secretaria;Normal;22943,73;0;0;0;0;0;0;0;-5181,23;-751,99;0;17010,51;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Gabinete da Senadora Daniella Ribeiro;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Gabinete do Senador Romário;Normal;13349,32;0;0;0;0;0;0;0;-2594,9;-751,99;0;10002,43;0;759,03;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Gabinete do Senador Romário;Suplementar;2076,3;0;0;0;0;0;0;0;-570,97;0;0;1505,33;0;0;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Segunda Vice-Presidência;Normal;14802,41;0;0;0;0;0;0;0;-2994,5;-751,99;0;11055,92;0;625,08;0
COMISSIONADO;CARGO EM COMISSÃO;ASSESSOR PARLAMENTAR;;;2021;Escritório de Apoio 1 do Senador Dário Berger;Suplementar;10361,68;0;0;0;0;0;0;0;-1773,29;-751,99;0;7836,4;0;446,49;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2004;Serviço dos Cursos de Pós-Graduação;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2016;Gabinete da Liderança do PROS;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2009;Gabinete do Senador Acir Gurgacz;Normal;13494,42;0;0;0;0;0;0;0;-2582,67;-751,99;0;10159,76;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2020;Gabinete do Senador Major Olimpio;Normal;9141,39;0;0;0;0;0;0;0;-1385,58;-751,99;0;7003,82;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2008;Gabinete da Liderança do Podemos;Normal;13494,42;0;0;0;0;0;0;0;-2117,04;-751,99;0;10625,39;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2017;Escritório de Apoio 1 do Senador José Serra;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Fernando Collor;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Paulo Paim;Normal;22943,73;0;0;0;0;0;0;0;-5233,36;-751,99;0;16958,38;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Escritório de Apoio 1 do Senador Paulo Rocha;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Flávio Arns;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Paulo Paim;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2003;Serviço de Arquivo Histórico;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2003;Gabinete da Liderança do PDT;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Eduardo Braga;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Flávio Arns;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Gabinete do Senador Marcos do Val;Normal;13853,78;0;0;0;0;0;0;0;-2629,35;-751,99;0;10472,44;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete da Liderança do Democratas;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Izalci Lucas;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2018;Gabinete do Senador Marcos do Val;Normal;8443,79;0;0;0;0;0;0;0;-1452,67;0;0;6991,12;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Jorge Kajuru;Normal;13494,42;0;0;0;0;0;0;0;-2582,67;-751,99;0;10159,76;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Escritório de Apoio do Senador Tasso Jereissati;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2008;Gabinete do Senador Fabiano Contarato;Normal;13494,42;0;0;0;0;0;0;0;-2530,52;-751,99;0;10211,91;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Gabinete do Senador Paulo Rocha;Normal;13494,42;0;0;0;0;0;0;0;-2211,56;-751,99;0;10530,87;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2009;Escritório de Apoio do Senador Renan Calheiros;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2009;Presidência do Senado Federal;Normal;13494,42;0;0;0;366,02;0;0;0;-2735,46;-751,99;0;10372,99;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2013;Gabinete do Senador Otto Alencar;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Angelo Coronel;Normal;13494,42;0;0;0;0;0;0;0;-2582,67;-751,99;0;10159,76;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2021;Escritório de Apoio 1 do Senador Davi Alcolumbre;Suplementar;4353,04;0;0;0;0;0;0;0;-239,64;-460,71;0;3652,69;0;357,19;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2011;Gabinete do Senador Ciro Nogueira;Normal;13494,42;0;0;0;2521,02;269,58;0;0;-3402,22;-751,99;0;12130,81;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2020;Gabinete do Senador Ciro Nogueira;Normal;13494,42;0;0;0;0;0;0;0;-2582,67;-751,99;0;10159,76;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Gabinete do Senador Paulo Rocha;Normal;13494,42;0;0;0;0;0;0;0;-2582,67;-751,99;0;10159,76;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2014;Coordenação de Apoio a Órgãos de Premiações;Normal;13494,42;0;0;0;0;0;0;0;-2582,67;-751,99;0;10159,76;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2016;Serviço de Apoio Administrativo da SINFLEG;Normal;8104,12;0;0;0;0;0;0;0;-1359,27;0;0;6744,85;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Carlos Viana;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2011;Gabinete do Senador Fabiano Contarato;Normal;13494,42;0;0;0;0;0;0;0;-2211,56;-751,99;0;10530,87;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2012;Gabinete do Senador Jáder Barbalho;Normal;13494,42;0;0;0;0;0;0;0;-2582,67;-751,99;0;10159,76;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2017;Gabinete do Senador José Serra;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2011;Gabinete do Senador Jean Paul Prates;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Eduardo Gomes;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Eduardo Braga;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2012;Escritório de Apoio do Senador Renan Calheiros;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2013;Escritório de Apoio do Senador Sérgio Petecão;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete da Liderança do Governo no Congresso;Normal;13494,42;0;0;0;0;0;0;0;-2530,52;-751,99;0;10211,91;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2020;Gabinete da Liderança do PROS;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2020;Gabinete do Senador Marcos Rogério;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Esperidião Amin;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Gabinete do Senador Paulo Rocha;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2019;Gabinete do Senador Renan Calheiros;Normal;8104,12;0;0;0;0;0;0;0;-1359,27;0;0;6744,85;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Escritório de Apoio 1 do Senador Paulo Rocha;Normal;13494,42;0;0;0;0;0;0;0;-2530,52;-751,99;0;10211,91;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Gabinete do Senador Paulo Rocha;Normal;13494,42;0;0;0;0;0;0;0;-2634,8;-751,99;0;10107,63;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Escritório de Apoio 1 do Senador Otto Alencar;Normal;13494,42;0;0;0;0;0;0;0;-2582,67;-751,99;0;10159,76;0;982,28;0
COMISSIONADO;CARGO EM COMISSÃO;ASSISTENTE PARLAMENTAR INTERMEDIÁRIO;;;2015;Gabinete do Senador Fernando Bezerra Coelho;Normal;13494,42;0;0;0;0;0;0;0;-2654,39;-680,75;0;10159,28;0;982,28;0
